,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
782,Warren,18171,40.127322,40.476887,-87.531449,-87.091828,8265
1405,Benton,28009,34.582926,34.994971,-89.35302800000001,-89.016586,8259
1815,Quay,35037,34.604656,35.740071,-104.129727,-103.041352,8253
160,Nevada,5099,33.440444,33.960851,-93.483974,-93.10429,8252
3030,Pocahontas,54075,38.03611,38.739810999999996,-80.363295,-79.617906,8247
1298,Oscoda,26135,44.507068,44.856624,-84.372125,-83.886634,8241
2725,San Augustine,48405,31.09928,31.653596000000004,-94.39984,-93.983231,8237
1064,Lyon,21143,36.867183000000004,37.179684,-88.240371,-87.87699599999999,8210
1410,Choctaw,28019,33.108871,33.533202,-89.45405,-89.088223,8210
1237,Baraga,26013,46.419903999999995,47.043958,-88.67945300000001,-87.991159,8209
255,Conejos,8021,36.993758,37.403663,-106.67870500000001,-105.71802,8205
2469,Houston,47083,36.177719,36.368241,-87.98074,-87.513533,8201
1364,Murray,27101,43.847876,44.19656,-96.06461999999999,-95.462184,8194
2018,Mercer,38057,46.980903999999995,47.574605,-102.205811,-101.25703100000001,8187
903,Coffey,20031,38.037938,38.434532,-95.959308,-95.507474,8179
301,San Miguel,8113,37.773556,38.154959000000005,-109.045152,-107.73278700000002,8179
2564,Coleman,48083,31.409778000000003,32.082089,-99.722403,-99.195871,8175
1583,Shannon,29203,36.883857,37.422731,-91.658111,-91.0169,8166
388,Atkinson,13003,31.183011999999998,31.420395000000003,-83.141586,-82.628975,8165
277,Lake,8065,39.056073,39.381008,-106.58633799999998,-106.135529,8127
529,Twiggs,13289,32.452197999999996,32.89822,-83.61156899999999,-83.226536,8120
627,Hamilton,17065,37.906428000000005,38.256661,-88.70664000000001,-88.370453,8116
3043,Webster,54101,38.225845,38.739169,-80.678291,-80.183931,8114
31,Greene,1063,32.517727,33.153657,-88.207497,-87.706271,8111
1307,Schoolcraft,26153,45.578386,46.505852000000004,-86.615686,-85.85576800000001,8094
511,Seminole,13253,30.711494000000002,31.075564,-85.028573,-84.730855,8090
2495,Perry,47135,35.423356,35.840921,-88.043503,-87.648488,8076
1427,Humphreys,28053,32.922509999999996,33.329484,-90.733216,-90.330312,8064
169,Prairie,5117,34.479537,35.091584000000005,-91.80373399999999,-91.34385,8062
2038,Traill,38097,47.237728999999995,47.672201,-97.474365,-96.828764,8036
1704,Keith,31101,41.002673,41.395518,-102.055851,-101.249975,8034
580,Lemhi,16059,44.230234,45.705882,-114.82011499999999,-112.81360600000001,8027
519,Taylor,13269,32.372053,32.747626000000004,-84.453232,-84.001971,8020
1665,Butler,31023,41.046091,41.456436,-97.368274,-96.90576999999999,8016
2770,Winkler,48495,31.651305999999998,32.08724,-103.327538,-102.797552,8010
901,Clay,20027,39.131961,39.567025,-97.371225,-96.958632,8002
528,Turner,13287,31.565492,31.854095,-83.802223,-83.452179,7985
2676,McCulloch,48307,30.940553,31.49372,-99.60370999999999,-99.090603,7984
2927,Franklin,51620,36.647146,36.708653000000005,-76.96943399999999,-76.909672,7967
123,Cleveland,5025,33.704194,34.064141,-92.475602,-91.953049,7956
476,Lincoln,13181,33.636979,33.984195,-82.645606,-82.218649,7921
996,Ballard,21007,36.915486,37.230153,-89.182568,-88.815952,7888
2789,Kane,49025,37.000384000000004,37.543397999999996,-112.90146599999999,-110.638896,7886
175,Searcy,5129,35.718365000000006,36.115123,-92.95131500000001,-92.411502,7881
815,Decatur,19053,40.573914,40.899369,-94.01549200000001,-93.556186,7870
2226,Lake,41037,41.992985,43.617607,-121.35122199999999,-119.35936699999999,7869
1727,Richardson,31147,39.999932,40.262131,-96.010688,-95.30829,7865
889,Anderson,20003,38.037692,38.390464,-95.51897,-95.06489499999999,7858
539,Wheeler,13309,31.918883,32.310324,-82.940242,-82.53918399999999,7855
558,Boise,16015,43.585806,44.351496999999995,-116.281687,-114.967224,7831
3003,Gilmer,54021,38.717898,39.109401,-81.056714,-80.605799,7823
3141,Washakie,56043,43.500219,44.168475,-108.55081499999999,-107.11073400000001,7805
984,Thomas,20193,39.133012,39.568670000000004,-101.391762,-100.719902,7777
1714,Merrick,31121,40.872296,41.395153,-98.28716800000001,-97.598185,7755
161,Newton,5101,35.724663,36.125071999999996,-93.526087,-92.93851,7753
1419,Franklin,28037,31.319847999999997,31.611588,-91.15815,-90.632615,7713
856,Monroe,19135,40.898222,41.161424,-93.09921700000001,-92.63909100000001,7707
589,Power,16077,42.327384,43.111109,-113.24384599999999,-112.379531,7681
2610,Goliad,48175,28.388684,28.925316,-97.77853,-97.153588,7658
2177,Major,40093,36.161178,36.506914,-98.96092800000001,-98.103702,7629
2963,Ferry,53019,47.830363,49.000465999999996,-118.86993899999999,-118.104447,7627
85,Northwest Arctic,2188,65.435857,68.301027,-165.55557,-154.132279,7621
2441,Clay,47027,36.402977,36.626827,-85.813885,-85.267057,7615
909,Doniphan,20043,39.615063,40.0,-95.339959,-94.85903499999999,7600
3125,Crook,56011,44.17613,45.000439,-105.086151,-104.054487,7584
1511,Dade,29057,37.281969000000004,37.58157,-94.083833,-93.616033,7561
2557,Castro,48069,34.312725,34.74819,-102.52583299999999,-101.998008,7530
2664,La Salle,48283,28.030419000000002,28.647486999999998,-99.396681,-98.800064,7520
1024,Elliott,21063,37.996452000000005,38.266963,-83.270849,-82.888622,7517
3029,Pleasants,54073,39.268328000000004,39.476432,-81.371478,-81.007836,7460
2933,Lexington,51678,37.765126,37.795115,-79.461917,-79.414948,7446
1503,Chariton,29041,39.221865,39.706714,-93.287621,-92.689328,7426
1057,Lee,21129,37.486821,37.720226000000004,-83.90557,-83.522308,7403
2741,Swisher,48437,34.312204,34.748263,-101.998533,-101.471333,7397
1650,Valley,30105,47.660461,49.000023999999996,-107.41498600000001,-105.804345,7396
2220,Harney,41025,41.991794,44.047775,-119.94388799999999,-118.195361,7393
886,Worth,19195,43.255024,43.499733,-93.497821,-93.02390799999999,7381
2894,Rappahannock,51157,38.520792,38.864909000000004,-78.33832,-77.93545400000001,7370
2560,Childress,48075,34.311828999999996,34.747529,-100.417783,-99.997491,7306
2394,Hutchinson,46067,43.168282,43.499899,-98.114758,-97.399191,7291
2578,Dallam,48111,36.054975,36.500704,-103.041923,-102.162424,7287
3094,Pepin,55091,44.407336,44.684363,-92.31616899999999,-91.650248,7287
1083,Nicholas,21181,38.192118,38.460623999999996,-84.19405,-83.833513,7269
2201,Tillman,40141,34.124215,34.638036,-99.23806,-98.609482,7250
2270,Forest,42053,41.324135,41.626779,-79.522024,-78.95600999999999,7247
2812,Grand Isle,50013,44.563563,45.013615,-73.390231,-73.19131,7235
1740,Thurston,31173,42.015187,42.278005,-96.82366999999999,-96.266875,7224
2239,Wallowa,41063,45.079021999999995,46.000731,-117.977797,-116.46326200000001,7208
2219,Grant,41023,43.957418,44.998174,-119.67198700000002,-118.223552,7199
1111,Wolfe,21237,37.619104,37.861906,-83.707974,-83.24277099999999,7157
565,Caribou,16029,42.415818,43.022384,-112.14980700000001,-111.043495,7155
935,Kingman,20095,37.383953000000005,37.733895000000004,-98.465038,-97.806717,7152
789,Adair,19001,41.157134,41.504153,-94.700723,-94.241288,7152
921,Grant,20067,37.387719,37.736476,-101.52707,-101.089363,7150
1723,Pierce,31139,42.08975,42.438782,-97.835015,-97.36756899999999,7148
2999,Calhoun,54013,38.611982,39.045182000000004,-81.279482,-80.98495,7109
276,Kit Carson,8063,39.03761,39.574058,-103.163209,-102.046571,7097
2546,Brooks,48047,26.780917,27.265629999999998,-98.53664599999999,-97.985457,7093
777,Union,18161,39.52195,39.729263,-85.036328,-84.81434399999999,7054
2386,Grant,46051,44.976036,45.326996,-97.22641800000001,-96.451994,7052
1701,Jefferson,31095,40.001179,40.350392,-97.369251,-96.915083,7046
877,Van Buren,19177,40.59853,40.901362,-92.17978199999999,-91.716432,7044
2867,King and Queen,51097,37.431309000000006,37.972169,-77.186961,-76.64536700000001,7025
2475,Lake,47095,36.185382000000004,36.503232000000004,-89.705545,-89.340158,7016
130,Dallas,5039,33.795065,34.155877000000004,-92.96141899999999,-92.334249,7009
2531,Bailey,48017,33.824627,34.313015,-103.04734599999999,-102.61515,7000
1432,Jefferson,28063,31.610068,31.869847999999998,-91.36561400000001,-90.73628199999999,6990
1124,Cameron,22023,29.527129,30.052637,-93.929208,-92.613679,6973
1717,Nemaha,31127,40.261216,40.562628000000004,-96.067091,-95.550951,6972
3028,Pendleton,54071,38.411876,38.957509,-79.649875,-79.057253,6969
2838,Charles City,51036,37.222939000000004,37.4906,-77.271575,-76.871575,6963
824,Fremont,19071,40.580503,40.901746,-95.88890699999999,-95.37061,6960
2718,Refugio,48391,28.061396000000002,28.554821,-97.541071,-96.764125,6948
986,Wabaunsee,20197,38.738772999999995,39.212278999999995,-96.501722,-95.945799,6931
3142,Weston,56045,43.498445000000004,44.181622,-105.081769,-104.054487,6927
2365,Bon Homme,46009,42.762219,43.169633000000005,-98.162954,-97.634783,6901
526,Treutlen,13283,32.293595,32.512507,-82.74874200000001,-82.38194,6901
272,Huerfano,8055,37.289117,38.018946,-105.501755,-104.351109,6897
90,Southeast Fairbanks,2240,61.901030000000006,65.839421,-147.003185,-141.002111,6893
1636,Powell,30077,46.265625,47.600295,-113.466719,-112.29303600000001,6890
1130,East Carroll,22035,32.537539,33.005091,-91.457643,-91.002708,6861
835,Ida,19093,42.210701,42.561890999999996,-95.741843,-95.322338,6860
971,Russell,20167,38.696699,39.13351,-99.042626,-98.483716,6856
3039,Tucker,54093,38.96441,39.271398,-79.838093,-79.289264,6839
1992,Benson,38005,47.846169,48.371297999999996,-99.848248,-98.52551600000001,6832
299,Saguache,8109,37.747809000000004,38.458267,-107.001892,-105.428647,6824
2023,Pembina,38067,48.542184000000006,49.000692,-97.950709,-97.09031,6801
1505,Clark,29045,40.248763000000004,40.613640000000004,-91.950812,-91.419422,6797
1460,Quitman,28119,34.072215,34.51109,-90.450982,-90.13444100000001,6792
506,Randolph,13243,31.618643,31.93184,-84.959324,-84.535096,6778
679,Schuyler,17169,39.97883,40.284394,-90.913616,-90.199556,6768
1759,Pershing,32027,39.998295,40.961159,-119.33929599999999,-117.29991299999999,6725
2384,Fall River,46047,43.000479999999996,43.47883,-104.054822,-103.00054,6713
2777,Beaver,49001,38.147224,38.576545,-114.050519,-112.335369,6710
2711,Presidio,48377,29.258437,30.629258,-104.980778,-103.792703,6704
158,Monroe,5095,34.336353,35.004261,-91.447795,-91.000457,6701
1600,Blaine,30005,47.7199,49.001131,-109.551686,-108.236153,6681
630,Henderson,17071,40.634946,41.070256,-91.185295,-90.78519399999999,6646
147,Lafayette,5073,33.018442,33.482038,-93.86040899999999,-93.365534,6624
1350,Lac qui Parle,27073,44.804679,45.269351,-96.452947,-95.736777,6623
514,Stewart,13259,31.920308000000002,32.232953,-85.06833,-84.63112,6621
2461,Hancock,47067,36.388189000000004,36.598187,-83.47210799999999,-82.830433,6620
864,Pocahontas,19151,42.558757,42.9097,-94.915573,-94.442541,6619
418,Clinch,13065,30.581767,31.184353,-82.971336,-82.41863199999999,6618
1021,Cumberland,21057,36.618655,36.938138,-85.601624,-85.215405,6614
599,Brown,17009,39.839302,40.105768,-90.916884,-90.510442,6578
2411,Moody,46101,43.847485,44.19678,-96.889237,-96.452706,6576
1520,Gentry,29075,40.034884999999996,40.386925,-94.606596,-94.21425,6571
1703,Kearney,31099,40.350303000000004,40.689772,-99.17951,-98.723875,6495
1075,Menifee,21165,37.818222999999996,38.058883,-83.77719300000001,-83.433942,6489
2491,Moore,47127,35.122389,35.412476,-86.539485,-86.24429,6488
2918,Buena Vista,51530,37.695735,37.761563,-79.382642,-79.32749100000001,6478
1664,Burt,31021,41.68273,42.047235,-96.555285,-96.064757,6459
1700,Howard,31093,41.046096999999996,41.394296999999995,-98.749167,-98.286546,6445
881,Wayne,19185,40.57994,40.898540000000004,-93.55696400000001,-93.09723699999999,6441
2906,Surry,51181,36.94445,37.248501,-77.15609,-76.641581,6422
960,Pawnee,20145,37.999813,38.350719,-99.58480300000001,-98.91235999999999,6414
618,Edwards,17047,38.25566,38.570552,-88.1509,-87.93709799999999,6395
2418,Spink,46115,44.631602,45.243732,-98.71776700000001,-97.97684100000001,6376
1367,Norman,27107,47.150475,47.499823,-96.871768,-96.06655400000001,6375
2929,Galax,51640,36.62509,36.695963,-80.95002099999999,-80.877274,6347
296,Rio Blanco,8103,39.649712,40.226062,-109.05116299999999,-107.03736299999998,6324
184,Woodruff,5147,34.912452,35.445845,-91.479075,-91.039673,6320
1655,Antelope,31003,41.914953999999994,42.437684000000004,-98.300714,-97.833288,6298
1994,Bottineau,38009,48.544643,48.999662,-101.496737,-100.145483,6282
2830,Bland,51021,36.952417,37.302279,-81.462213,-80.85462700000001,6280
1572,Reynolds,29179,37.050323999999996,37.603982,-91.314236,-90.734438,6270
268,Gilpin,8047,39.745801,39.938388,-105.70078400000001,-105.39745,6243
1601,Broadwater,30007,45.833512,46.781892,-111.78791299999999,-111.056817,6237
1278,Luce,26095,46.244631,47.305482,-85.86506,-85.23433,6229
2607,Garza,48169,32.961025,33.397221,-101.557618,-101.03839,6229
1397,Wilkin,27167,46.021531,46.630909,-96.791325,-96.264647,6207
1671,Clay,31035,40.350336,40.698558,-98.278314,-97.824114,6203
87,Prince of Wales-Hyder,2198,54.632045,56.389703000000004,-134.026978,-130.00426000000002,6203
516,Talbot,13263,32.518639,32.883595,-84.70319599999999,-84.28624599999999,6195
405,Calhoun,13037,31.427882,31.64367,-84.828062,-84.412521,6189
2389,Hamlin,46057,44.543002,44.804545000000005,-97.492311,-96.88447,6164
2810,Essex,50009,44.347801000000004,45.013639000000005,-71.97431800000001,-71.465039,6163
1647,Teton,30099,47.500146,48.133257,-113.016894,-111.40824099999999,6147
554,Bear Lake,16007,41.999518,42.603115,-111.63493899999999,-111.04668899999999,6125
875,Taylor,19173,40.570706,40.900785,-94.928938,-94.47077900000001,6121
914,Ellsworth,20053,38.521625,38.871548,-98.48614,-97.924269,6102
1587,Sullivan,29211,40.033097999999995,40.386452,-93.367315,-92.855313,6089
2300,Sullivan,42113,41.275628999999995,41.590034,-76.813731,-76.220139,6066
257,Crowley,8025,38.112437,38.52333,-104.058488,-103.501387,6061
2728,San Saba,48411,30.920343,31.490578999999997,-99.092431,-98.414508,6055
2164,Jefferson,40067,33.849092999999996,34.290321,-98.13936600000001,-97.53681800000001,6002
922,Gray,20069,37.474608,38.002533,-100.665172,-100.214637,5988
1500,Carter,29035,36.811448999999996,37.100404,-91.224825,-90.661231,5982
924,Greenwood,20073,37.603761,38.172903000000005,-96.525979,-95.958134,5982
949,Mitchell,20123,39.218757000000004,39.567522,-98.49015,-97.928462,5979
1339,Grant,27051,45.759436,46.108633000000005,-96.26648,-95.758385,5972
1030,Fulton,21075,36.497491,36.650475,-89.571203,-88.834588,5969
860,Osceola,19143,43.255221,43.500647,-95.861914,-95.387419,5958
2675,Lynn,48305,32.959702,33.39476,-102.07621400000001,-101.556651,5951
1584,Shelby,29205,39.604082,39.954494,-92.299316,-91.84035300000001,5930
2555,Carson,48065,35.181658,35.62534,-101.623458,-101.085886,5926
1737,Stanton,31167,41.742979999999996,42.090958,-97.368404,-97.01933000000001,5920
978,Sherman,20181,39.133146999999994,39.569071,-102.049769,-101.38906800000001,5917
1634,Pondera,30073,47.984359000000005,48.483828,-113.350039,-111.408422,5911
2381,Dewey,46041,44.724153,45.473040999999995,-101.501073,-100.257286,5892
754,Ohio,18115,38.900838,39.031213,-85.140312,-84.82985500000001,5875
2515,Van Buren,47175,35.532977,35.822656,-85.61518199999999,-85.253426,5872
3045,Wirt,54105,38.895633000000004,39.185572,-81.581447,-81.16245500000001,5821
2681,Martin,48317,32.086765,32.525325,-102.21127,-101.68865600000001,5771
596,Alexander,17003,36.970298,37.335275,-89.518477,-89.132915,5761
2014,McHenry,38049,47.847336,48.633025,-101.060047,-100.197427,5745
672,Putnam,17155,41.103664,41.322531,-89.466534,-89.162238,5739
2576,Crosby,48107,33.39476,33.833625,-101.56358,-101.038772,5737
1296,Ontonagon,26131,46.332575,47.714552000000005,-90.111689,-88.863895,5720
486,Miller,13201,31.068009999999997,31.259469,-84.922423,-84.537101,5718
2158,Greer,40055,34.724555,35.117014000000005,-99.888571,-99.246418,5712
2599,Floyd,48153,33.830451000000004,34.312575,-101.56510300000001,-101.041158,5712
959,Ottawa,20143,38.957852,39.306774,-97.931614,-97.369839,5704
2132,Alfalfa,40003,36.463015999999996,36.998896,-98.54502,-98.10419499999999,5702
281,Lincoln,8073,38.516409,39.56657,-104.055539,-103.154376,5701
1669,Cherry,31031,42.085848,42.999415,-102.08496099999999,-100.16736999999999,5689
3073,Iron,55051,45.981349,46.798182000000004,-90.55228000000001,-89.92813000000001,5687
2147,Cotton,40033,34.06227,34.507144,-98.66200400000001,-98.138962,5666
2626,Haskell,48207,32.956961,33.399062,-99.991327,-99.47125799999999,5658
1354,Lincoln,27081,44.19662,44.631349,-96.452773,-96.07856,5639
1679,Dixon,31051,42.264034,42.761338,-97.01799100000001,-96.63149200000001,5636
1605,Chouteau,30015,47.415338,48.306798,-111.409246,-109.532877,5635
68,Aleutians West,2016,51.175092,57.305268999999996,-179.231086,179.859681,5634
951,Morris,20127,38.521538,38.870352000000004,-96.933924,-96.35261,5620
2404,McCook,46087,43.499451,43.849059000000004,-97.609096,-97.128998,5586
249,Bent,8011,37.643271999999996,38.267796000000004,-103.404426,-102.740346,5577
2625,Hartley,48205,35.622487,36.055653,-103.042186,-102.162686,5576
2922,Covington,51580,37.748244,37.813584999999996,-80.008994,-79.966027,5538
1754,Lander,32015,39.093425,41.000528,-117.80678600000002,-116.58659499999999,5532
1357,Mahnomen,27087,47.150178000000004,47.500271000000005,-96.067719,-95.550859,5527
793,Audubon,19009,41.504124,41.863374,-95.093354,-94.7006,5496
2145,Coal,40029,34.41825,34.767590000000006,-96.51434300000001,-96.091796,5495
982,Stevens,20189,36.995324,37.388797,-101.556776,-101.066457,5485
1329,Cook,27031,47.244299,48.245784,-91.032476,-89.483385,5463
1683,Fillmore,31059,40.3503,40.698837,-97.82494200000001,-97.368311,5462
2422,Tripp,46123,42.997661,43.766564,-100.230991,-99.53358,5441
926,Harper,20077,36.997684,37.386298,-98.349804,-97.801967,5436
2425,Walworth,46129,45.245865,45.594823,-100.486583,-99.707705,5435
2379,Day,46037,45.151162,45.588483000000004,-97.981792,-97.225931,5424
988,Washington,20201,39.566345,40.002034,-97.369244,-96.805693,5406
2620,Hansford,48195,36.05506,36.499583,-101.623915,-101.084793,5399
582,Lincoln,16063,42.764206,43.200347,-114.5948,-113.713526,5366
956,Norton,20137,39.56673,40.001859,-100.180456,-99.62532399999999,5361
2924,Emporia,51595,36.671669,36.720588,-77.563888,-77.506716,5346
682,Stark,17175,40.973707,41.234483000000004,-89.985676,-89.638429,5342
671,Pulaski,17153,37.06831,37.335109,-89.27363100000001,-88.928004,5335
2582,Delta,48119,33.218269,33.495452,-95.861778,-95.30664,5331
2134,Beaver,40007,36.499286,37.002311999999996,-100.954222,-100.002563,5311
2368,Brule,46015,43.499187,43.935223,-99.469222,-98.794298,5297
509,Schley,13249,32.158493,32.428095,-84.430215,-84.181657,5257
535,Warren,13301,33.253440000000005,33.611437,-82.866605,-82.383829,5254
1734,Sheridan,31161,42.004843,42.999984999999995,-102.7932,-102.006204,5246
961,Phillips,20147,39.567221999999994,40.002352,-99.62824,-99.066182,5234
95,Yukon-Koyukuk,2290,61.945454000000005,68.507297,-161.047821,-141.00246,5230
2026,Ransom,38073,46.282264,46.630727,-98.034929,-97.279822,5218
1725,Polk,31143,41.046479999999995,41.396415999999995,-97.828418,-97.368022,5213
2646,Jim Hogg,48247,26.783444,27.359101000000003,-98.954771,-98.41788299999999,5200
1659,Boone,31011,41.480540999999995,41.916308,-98.296006,-97.82984599999999,5192
117,Calhoun,5013,33.26979,33.802198,-92.776729,-92.311079,5189
1755,Lincoln,32017,36.8419,38.677614,-115.896941,-114.048473,5183
1485,Atchison,29005,40.261706,40.585208,-95.774704,-95.177369,5143
2842,Craig,51045,37.314901,37.66029,-80.475601,-79.969037,5131
1702,Johnson,31097,40.261953999999996,40.523269,-96.463875,-96.066002,5071
258,Custer,8027,37.889703000000004,38.265190999999994,-105.796897,-105.04828700000002,5068
2764,Wheeler,48483,35.182466,35.619896999999995,-100.540215,-99.999628,5056
2785,Garfield,49017,37.535573,38.153982,-112.689222,-109.92718799999999,5051
2496,Pickett,47137,36.405614,36.626816,-85.285413,-84.73183900000001,5048
1738,Thayer,31169,40.001697,40.350646999999995,-97.82151,-97.368448,5003
1319,Big Stone,27011,45.176675,45.586129,-96.835451,-96.10361400000001,4991
290,Ouray,8091,37.892007,38.332778000000005,-108.13238,-107.51088,4952
680,Scott,17171,39.520192,39.790096000000005,-90.646112,-90.300666,4951
2399,Kingsbury,46077,44.194515,44.544425,-97.853665,-97.127788,4939
1937,Hyde,37095,35.006018,35.705242999999996,-76.63803100000001,-75.73662,4937
2406,Marshall,46091,45.558158,45.936139000000004,-97.97964,-97.226933,4935
969,Rooks,20163,39.132357,39.568094,-99.605491,-99.044128,4920
73,Dillingham,2070,58.334140000000005,61.000569999999996,-161.368728,-155.953624,4916
305,Washington,8121,39.565653999999995,40.438508,-103.707072,-102.779943,4908
1581,Scotland,29199,40.300832,40.605827000000005,-92.351765,-91.943112,4902
868,Ringgold,19159,40.570825,40.899503,-94.471696,-94.014759,4894
2152,Dewey,40043,35.811917,36.164894,-99.382176,-98.63195,4891
2637,Hudspeth,48229,30.629258,32.00235,-105.998003,-104.907122,4886
2689,Mills,48333,31.230582000000002,31.723608000000002,-98.995091,-98.26679399999999,4873
2000,Dickey,38021,45.935777,46.283136,-99.005758,-98.0067,4872
624,Gallatin,17059,37.573025,37.916022999999996,-88.375332,-88.025921,4828
973,Scott,20171,38.264146000000004,38.700603,-101.128393,-100.6845,4823
2574,Crane,48103,31.086212,31.651714000000002,-102.767688,-102.300886,4797
1012,Carlisle,21039,36.771562,36.954876,-89.179651,-88.81280100000001,4760
601,Calhoun,17013,38.868384000000006,39.400208,-90.936728,-90.450813,4739
1648,Toole,30101,48.219223,48.998921,-112.193595,-111.270109,4736
1568,Putnam,29171,40.342334,40.589427,-93.37522,-92.664416,4696
1686,Furnas,31065,40.001342,40.351298,-100.197807,-99.628254,4676
1580,Schuyler,29197,40.343466,40.597275,-92.721158,-92.349975,4660
1715,Morrill,31123,41.437655,42.005282,-103.371195,-102.636476,4642
966,Republic,20157,39.65336,40.002259,-97.933418,-97.368492,4636
1630,Musselshell,30065,46.132402,46.755986,-109.00980200000001,-107.78121399999999,4633
3087,Menominee,55078,44.855406,45.11807,-88.98246,-88.48369100000001,4556
586,Oneida,16071,41.996567999999996,42.503046000000005,-113.00083400000001,-112.07054199999999,4531
1813,Mora,35033,35.754197,36.262337,-105.72053999999999,-104.32728399999999,4521
1757,Mineral,32021,37.893659,39.074697,-119.15697800000001,-117.69102099999999,4505
2988,Wahkiakum,53069,46.144532,46.385626,-123.72831599999999,-123.213054,4488
2255,Cameron,42023,41.216931,41.618201,-78.421154,-77.988462,4447
891,Barber,20007,36.997969,37.471114,-99.012598,-98.347149,4427
2002,Dunn,38025,46.980563000000004,47.823713,-103.099867,-102.144313,4424
1848,Hamilton,36041,43.214684000000005,44.120552,-74.867712,-74.046114,4416
1087,Owsley,21189,37.255664,37.541419,-83.888311,-83.521254,4415
3128,Hot Springs,56017,43.459534999999995,44.079985,-109.313129,-107.59508400000001,4413
1526,Holt,29087,39.86149,40.26446,-95.554817,-94.987978,4403
1628,Mineral,30061,46.696659000000004,47.496947999999996,-115.75962,-114.419583,4397
1045,Hickman,21105,36.502611,36.797284999999995,-89.2014,-88.813229,4380
2380,Deuel,46039,44.543602,44.97765,-96.885531,-96.451234,4351
2656,Kimble,48267,30.286653,30.711019,-100.116873,-99.30171800000001,4337
1166,Tensas,22107,31.733255,32.249666999999995,-91.580017,-91.03020699999999,4334
2157,Grant,40053,36.59324,36.999085,-98.111985,-97.46220100000001,4333
1463,Sharkey,28125,32.662076,33.097519,-90.965281,-90.656287,4321
569,Custer,16037,43.568818,44.879121999999995,-115.30504199999999,-113.320672,4315
1805,Guadalupe,35019,34.34672,35.217096999999995,-105.312968,-104.124814,4300
1348,Kittson,27069,48.543189,49.000683,-97.23919599999999,-96.38663299999999,4298
3066,Florence,55037,45.713063,46.021192,-88.6842,-88.058246,4295
552,Adams,16003,44.443849,45.268127,-116.89971100000001,-116.089308,4294
2682,Mason,48319,30.498076,30.941186,-99.484755,-98.963615,4274
292,Phillips,8095,40.438466,40.749827,-102.665595,-102.05127399999999,4265
2032,Sioux,38085,45.943449,46.429294,-101.998864,-100.50671899999999,4230
1807,Hidalgo,35023,31.332171999999996,32.777842,-109.050173,-108.208087,4198
2387,Gregory,46053,42.997886,43.499804,-99.534908,-98.498544,4185
670,Pope,17151,37.067257,37.600214,-88.71074399999999,-88.412112,4177
1741,Valley,31175,41.394048,41.740642,-99.21246500000001,-98.750822,4158
980,Stafford,20185,37.824222999999996,38.261285,-99.022627,-98.471915,4156
1718,Nuckolls,31129,40.002023,40.350684,-98.274051,-97.820649,4148
2828,Bath,51017,37.844458,38.266164,-80.05605600000001,-79.436678,4147
1760,Storey,32029,39.250871000000004,39.628890000000006,-119.71406999999999,-119.279801,4123
2376,Corson,46031,45.472212,45.944845,-102.00098299999999,-100.308178,4086
1826,Union,35059,35.739274,37.000293,-104.009118,-103.001964,4059
1376,Red Lake,27125,47.759570000000004,47.96464,-96.48255,-95.709148,4055
2012,LaMoure,38045,46.28263,46.631226,-99.03749,-98.033574,4046
947,Meade,20119,37.000021999999994,37.475390999999995,-100.652728,-100.089155,4033
1978,Tyrrell,37177,35.597992,36.097625,-76.40599300000001,-75.84012299999999,4016
436,Echols,13101,30.591548,30.872249,-83.13662,-82.578767,4006
2960,Columbia,53013,45.998886999999996,46.624773,-118.24264,-117.603113,3985
2940,Norton,51720,36.900477,36.959921,-82.66293399999999,-82.58889,3981
2024,Pierce,38069,47.847257,48.545211,-100.276822,-99.492919,3975
928,Haskell,20081,37.387149,37.73679,-101.090526,-100.652224,3968
1534,Knox,29103,39.949424,40.304198,-92.34926999999999,-91.947241,3959
1633,Phillips,30071,47.449477,49.000025,-108.891024,-107.179864,3954
2621,Hardeman,48197,34.055774,34.579139,-99.998006,-99.47505600000001,3933
1668,Chase,31029,40.349213,40.700223,-102.051798,-101.342641,3924
2030,Sargent,38081,45.935072,46.282672,-98.00811,-97.228291,3898
256,Costilla,8023,36.995166,37.658305,-105.771391,-105.12971999999999,3887
2153,Ellis,40045,35.841955,36.593361,-100.00376899999999,-99.381022,3859
2714,Reagan,48383,31.079263,31.651527,-101.776191,-101.266981,3849
934,Kearny,20093,37.7361,38.264557,-101.542757,-101.089667,3838
581,Lewis,16061,45.991577,46.469245,-116.713724,-116.01266499999998,3838
2041,Wells,38103,47.32693,47.847788,-100.06970600000001,-99.26571,3834
2598,Fisher,48151,32.522793,32.963469,-100.66062600000001,-100.144224,3830
2383,Edmunds,46045,45.243764,45.593391,-99.70904399999999,-98.722163,3829
629,Hardin,17069,37.401635,37.599911999999996,-88.415293,-88.06116800000001,3821
2628,Hemphill,48211,35.619114,36.056490999999994,-100.54128,-100.000387,3819
2403,Lyman,46085,43.499635,44.217633,-100.36724699999999,-99.281424,3781
2740,Sutton,48435,30.287477000000003,30.710365999999997,-100.960824,-100.116161,3776
1999,Cavalier,38019,48.543122,49.000501,-99.000839,-97.92699300000001,3762
1352,Lake of the Woods,27077,48.365971,49.384358,-95.342764,-94.428702,3740
1646,Sweet Grass,30097,45.172083,46.220519,-110.292827,-109.41729699999999,3737
2373,Clark,46025,44.543864,45.153295,-97.982964,-97.491167,3736
